,TRADE_DATE,LPR1Y,LPR5Y,RATE_1,RATE_2
634,2016-03-16,4.3,,4.35,4.9
635,2016-03-17,4.3,,4.35,4.9
636,2016-03-18,4.3,,4.35,4.9
637,2016-03-21,4.3,,4.35,4.9
638,2016-03-22,4.3,,4.35,4.9
639,2016-03-23,4.3,,4.35,4.9
640,2016-03-24,4.3,,4.35,4.9
641,2016-03-25,4.3,,4.35,4.9
642,2016-03-28,4.3,,4.35,4.9
643,2016-03-29,4.3,,4.35,4.9
644,2016-03-30,4.3,,4.35,4.9
645,2016-03-31,4.3,,4.35,4.9
646,2016-04-01,4.3,,4.35,4.9
647,2016-04-05,4.3,,4.35,4.9
648,2016-04-06,4.3,,4.35,4.9
649,2016-04-07,4.3,,4.35,4.9
650,2016-04-08,4.3,,4.35,4.9
651,2016-04-11,4.3,,4.35,4.9
652,2016-04-12,4.3,,4.35,4.9
653,2016-04-13,4.3,,4.35,4.9
654,2016-04-14,4.3,,4.35,4.9
655,2016-04-15,4.3,,4.35,4.9
656,2016-04-18,4.3,,4.35,4.9
657,2016-04-19,4.3,,4.35,4.9
658,2016-04-20,4.3,,4.35,4.9
659,2016-04-21,4.3,,4.35,4.9
660,2016-04-22,4.3,,4.35,4.9
661,2016-04-25,4.3,,4.35,4.9
662,2016-04-26,4.3,,4.35,4.9
663,2016-04-27,4.3,,4.35,4.9
664,2016-04-28,4.3,,4.35,4.9
665,2016-04-29,4.3,,4.35,4.9
666,2016-05-03,4.3,,4.35,4.9
667,2016-05-04,4.3,,4.35,4.9
668,2016-05-05,4.3,,4.35,4.9
669,2016-05-06,4.3,,4.35,4.9
670,2016-05-09,4.3,,4.35,4.9
671,2016-05-10,4.3,,4.35,4.9
672,2016-05-11,4.3,,4.35,4.9
673,2016-05-12,4.3,,4.35,4.9
674,2016-05-13,4.3,,4.35,4.9
675,2016-05-16,4.3,,4.35,4.9
676,2016-05-17,4.3,,4.35,4.9
677,2016-05-18,4.3,,4.35,4.9
678,2016-05-19,4.3,,4.35,4.9
679,2016-05-20,4.3,,4.35,4.9
680,2016-05-23,4.3,,4.35,4.9
681,2016-05-24,4.3,,4.35,4.9
682,2016-05-25,4.3,,4.35,4.9
683,2016-05-26,4.3,,4.35,4.9
684,2016-05-27,4.3,,4.35,4.9
685,2016-05-30,4.3,,4.35,4.9
686,2016-05-31,4.3,,4.35,4.9
687,2016-06-01,4.3,,4.35,4.9
688,2016-06-02,4.3,,4.35,4.9
689,2016-06-03,4.3,,4.35,4.9
690,2016-06-06,4.3,,4.35,4.9
691,2016-06-07,4.3,,4.35,4.9
692,2016-06-08,4.3,,4.35,4.9
693,2016-06-12,4.3,,4.35,4.9
694,2016-06-13,4.3,,4.35,4.9
695,2016-06-14,4.3,,4.35,4.9
696,2016-06-15,4.3,,4.35,4.9
697,2016-06-16,4.3,,4.35,4.9
698,2016-06-17,4.3,,4.35,4.9
699,2016-06-20,4.3,,4.35,4.9
700,2016-06-21,4.3,,4.35,4.9
701,2016-06-22,4.3,,4.35,4.9
702,2016-06-23,4.3,,4.35,4.9
703,2016-06-24,4.3,,4.35,4.9
704,2016-06-27,4.3,,4.35,4.9
705,2016-06-28,4.3,,4.35,4.9
706,2016-06-29,4.3,,4.35,4.9
707,2016-06-30,4.3,,4.35,4.9
708,2016-07-01,4.3,,4.35,4.9
709,2016-07-04,4.3,,4.35,4.9
710,2016-07-05,4.3,,4.35,4.9
711,2016-07-06,4.3,,4.35,4.9
712,2016-07-07,4.3,,4.35,4.9
713,2016-07-08,4.3,,4.35,4.9
714,2016-07-11,4.3,,4.35,4.9
715,2016-07-12,4.3,,4.35,4.9
716,2016-07-13,4.3,,4.35,4.9
717,2016-07-14,4.3,,4.35,4.9
718,2016-07-15,4.3,,4.35,4.9
719,2016-07-18,4.3,,4.35,4.9
720,2016-07-19,4.3,,4.35,4.9
721,2016-07-20,4.3,,4.35,4.9
722,2016-07-21,4.3,,4.35,4.9
723,2016-07-22,4.3,,4.35,4.9
724,2016-07-25,4.3,,4.35,4.9
725,2016-07-26,4.3,,4.35,4.9
726,2016-07-27,4.3,,4.35,4.9
727,2016-07-28,4.3,,4.35,4.9
728,2016-07-29,4.3,,4.35,4.9
729,2016-08-01,4.3,,4.35,4.9
730,2016-08-02,4.3,,4.35,4.9
731,2016-08-03,4.3,,4.35,4.9
732,2016-08-04,4.3,,4.35,4.9
733,2016-08-05,4.3,,4.35,4.9
734,2016-08-08,4.3,,4.35,4.9
735,2016-08-09,4.3,,4.35,4.9
736,2016-08-10,4.3,,4.35,4.9
737,2016-08-11,4.3,,4.35,4.9
738,2016-08-12,4.3,,4.35,4.9
739,2016-08-15,4.3,,4.35,4.9
740,2016-08-16,4.3,,4.35,4.9
741,2016-08-17,4.3,,4.35,4.9
742,2016-08-18,4.3,,4.35,4.9
743,2016-08-19,4.3,,4.35,4.9
744,2016-08-22,4.3,,4.35,4.9
745,2016-08-23,4.3,,4.35,4.9
746,2016-08-24,4.3,,4.35,4.9
747,2016-08-25,4.3,,4.35,4.9
748,2016-08-26,4.3,,4.35,4.9
749,2016-08-29,4.3,,4.35,4.9
750,2016-08-30,4.3,,4.35,4.9
751,2016-08-31,4.3,,4.35,4.9
752,2016-09-01,4.3,,4.35,4.9
753,2016-09-02,4.3,,4.35,4.9
754,2016-09-05,4.3,,4.35,4.9
755,2016-09-06,4.3,,4.35,4.9
756,2016-09-07,4.3,,4.35,4.9
757,2016-09-08,4.3,,4.35,4.9
758,2016-09-09,4.3,,4.35,4.9
759,2016-09-12,4.3,,4.35,4.9
760,2016-09-13,4.3,,4.35,4.9
761,2016-09-14,4.3,,4.35,4.9
762,2016-09-18,4.3,,4.35,4.9
763,2016-09-19,4.3,,4.35,4.9
764,2016-09-20,4.3,,4.35,4.9
765,2016-09-21,4.3,,4.35,4.9
766,2016-09-22,4.3,,4.35,4.9
767,2016-09-23,4.3,,4.35,4.9
768,2016-09-26,4.3,,4.35,4.9
769,2016-09-27,4.3,,4.35,4.9
770,2016-09-28,4.3,,4.35,4.9
771,2016-09-29,4.3,,4.35,4.9
772,2016-09-30,4.3,,4.35,4.9
773,2016-10-08,4.3,,4.35,4.9
774,2016-10-09,4.3,,4.35,4.9
775,2016-10-10,4.3,,4.35,4.9
776,2016-10-11,4.3,,4.35,4.9
777,2016-10-12,4.3,,4.35,4.9
778,2016-10-13,4.3,,4.35,4.9
779,2016-10-14,4.3,,4.35,4.9
780,2016-10-17,4.3,,4.35,4.9
781,2016-10-18,4.3,,4.35,4.9
782,2016-10-19,4.3,,4.35,4.9
783,2016-10-20,4.3,,4.35,4.9
784,2016-10-21,4.3,,4.35,4.9
785,2016-10-24,4.3,,4.35,4.9
786,2016-10-25,4.3,,4.35,4.9
787,2016-10-26,4.3,,4.35,4.9
788,2016-10-27,4.3,,4.35,4.9
789,2016-10-28,4.3,,4.35,4.9
790,2016-10-31,4.3,,4.35,4.9
791,2016-11-01,4.3,,4.35,4.9
792,2016-11-02,4.3,,4.35,4.9
793,2016-11-03,4.3,,4.35,4.9
794,2016-11-04,4.3,,4.35,4.9
795,2016-11-07,4.3,,4.35,4.9
796,2016-11-08,4.3,,4.35,4.9
797,2016-11-09,4.3,,4.35,4.9
798,2016-11-10,4.3,,4.35,4.9
799,2016-11-11,4.3,,4.35,4.9
800,2016-11-14,4.3,,4.35,4.9
801,2016-11-15,4.3,,4.35,4.9
802,2016-11-16,4.3,,4.35,4.9
803,2016-11-17,4.3,,4.35,4.9
804,2016-11-18,4.3,,4.35,4.9
805,2016-11-21,4.3,,4.35,4.9
806,2016-11-22,4.3,,4.35,4.9
807,2016-11-23,4.3,,4.35,4.9
808,2016-11-24,4.3,,4.35,4.9
809,2016-11-25,4.3,,4.35,4.9
810,2016-11-28,4.3,,4.35,4.9
811,2016-11-29,4.3,,4.35,4.9
812,2016-11-30,4.3,,4.35,4.9
813,2016-12-01,4.3,,4.35,4.9
814,2016-12-02,4.3,,4.35,4.9
815,2016-12-05,4.3,,4.35,4.9
816,2016-12-06,4.3,,4.35,4.9
817,2016-12-07,4.3,,4.35,4.9
818,2016-12-08,4.3,,4.35,4.9
819,2016-12-09,4.3,,4.35,4.9
820,2016-12-12,4.3,,4.35,4.9
821,2016-12-13,4.3,,4.35,4.9
822,2016-12-14,4.3,,4.35,4.9
823,2016-12-15,4.3,,4.35,4.9
824,2016-12-16,4.3,,4.35,4.9
825,2016-12-19,4.3,,4.35,4.9
826,2016-12-20,4.3,,4.35,4.9
827,2016-12-21,4.3,,4.35,4.9
828,2016-12-22,4.3,,4.35,4.9
829,2016-12-23,4.3,,4.35,4.9
830,2016-12-26,4.3,,4.35,4.9
831,2016-12-27,4.3,,4.35,4.9
832,2016-12-28,4.3,,4.35,4.9
833,2016-12-29,4.3,,4.35,4.9
834,2016-12-30,4.3,,4.35,4.9
835,2017-01-03,4.3,,4.35,4.9
836,2017-01-04,4.3,,4.35,4.9
837,2017-01-05,4.3,,4.35,4.9
838,2017-01-06,4.3,,4.35,4.9
839,2017-01-09,4.3,,4.35,4.9
840,2017-01-10,4.3,,4.35,4.9
841,2017-01-11,4.3,,4.35,4.9
842,2017-01-12,4.3,,4.35,4.9
843,2017-01-13,4.3,,4.35,4.9
844,2017-01-16,4.3,,4.35,4.9
845,2017-01-17,4.3,,4.35,4.9
846,2017-01-18,4.3,,4.35,4.9
847,2017-01-19,4.3,,4.35,4.9
848,2017-01-20,4.3,,4.35,4.9
849,2017-01-22,4.3,,4.35,4.9
850,2017-01-23,4.3,,4.35,4.9
851,2017-01-24,4.3,,4.35,4.9
852,2017-01-25,4.3,,4.35,4.9
853,2017-01-26,4.3,,4.35,4.9
854,2017-02-03,4.3,,4.35,4.9
855,2017-02-04,4.3,,4.35,4.9
856,2017-02-06,4.3,,4.35,4.9
857,2017-02-07,4.3,,4.35,4.9
858,2017-02-08,4.3,,4.35,4.9
859,2017-02-09,4.3,,4.35,4.9
860,2017-02-10,4.3,,4.35,4.9
861,2017-02-13,4.3,,4.35,4.9
862,2017-02-14,4.3,,4.35,4.9
863,2017-02-15,4.3,,4.35,4.9
864,2017-02-16,4.3,,4.35,4.9
865,2017-02-17,4.3,,4.35,4.9
866,2017-02-20,4.3,,4.35,4.9
867,2017-02-21,4.3,,4.35,4.9
868,2017-02-22,4.3,,4.35,4.9
869,2017-02-23,4.3,,4.35,4.9
870,2017-02-24,4.3,,4.35,4.9
871,2017-02-27,4.3,,4.35,4.9
872,2017-02-28,4.3,,4.35,4.9
873,2017-03-01,4.3,,4.35,4.9
874,2017-03-02,4.3,,4.35,4.9
875,2017-03-03,4.3,,4.35,4.9
876,2017-03-06,4.3,,4.35,4.9
877,2017-03-07,4.3,,4.35,4.9
878,2017-03-08,4.3,,4.35,4.9
879,2017-03-09,4.3,,4.35,4.9
880,2017-03-10,4.3,,4.35,4.9
881,2017-03-13,4.3,,4.35,4.9
882,2017-03-14,4.3,,4.35,4.9
883,2017-03-15,4.3,,4.35,4.9
884,2017-03-16,4.3,,4.35,4.9
885,2017-03-17,4.3,,4.35,4.9
886,2017-03-20,4.3,,4.35,4.9
887,2017-03-21,4.3,,4.35,4.9
888,2017-03-22,4.3,,4.35,4.9
889,2017-03-23,4.3,,4.35,4.9
890,2017-03-24,4.3,,4.35,4.9
891,2017-03-27,4.3,,4.35,4.9
892,2017-03-28,4.3,,4.35,4.9
893,2017-03-29,4.3,,4.35,4.9
894,2017-03-30,4.3,,4.35,4.9
895,2017-03-31,4.3,,4.35,4.9
896,2017-04-01,4.3,,4.35,4.9
897,2017-04-05,4.3,,4.35,4.9
898,2017-04-06,4.3,,4.35,4.9
899,2017-04-07,4.3,,4.35,4.9
900,2017-04-10,4.3,,4.35,4.9
901,2017-04-11,4.3,,4.35,4.9
902,2017-04-12,4.3,,4.35,4.9
903,2017-04-13,4.3,,4.35,4.9
904,2017-04-14,4.3,,4.35,4.9
905,2017-04-17,4.3,,4.35,4.9
906,2017-04-18,4.3,,4.35,4.9
907,2017-04-19,4.3,,4.35,4.9
908,2017-04-20,4.3,,4.35,4.9
909,2017-04-21,4.3,,4.35,4.9
910,2017-04-24,4.3,,4.35,4.9
911,2017-04-25,4.3,,4.35,4.9
912,2017-04-26,4.3,,4.35,4.9
913,2017-04-27,4.3,,4.35,4.9
914,2017-04-28,4.3,,4.35,4.9
915,2017-05-02,4.3,,4.35,4.9
916,2017-05-03,4.3,,4.35,4.9
917,2017-05-04,4.3,,4.35,4.9
918,2017-05-05,4.3,,4.35,4.9
919,2017-05-08,4.3,,4.35,4.9
920,2017-05-09,4.3,,4.35,4.9
921,2017-05-10,4.3,,4.35,4.9
922,2017-05-11,4.3,,4.35,4.9
923,2017-05-12,4.3,,4.35,4.9
924,2017-05-15,4.3,,4.35,4.9
925,2017-05-16,4.3,,4.35,4.9
926,2017-05-17,4.3,,4.35,4.9
927,2017-05-18,4.3,,4.35,4.9
928,2017-05-19,4.3,,4.35,4.9
929,2017-05-22,4.3,,4.35,4.9
930,2017-05-23,4.3,,4.35,4.9
931,2017-05-24,4.3,,4.35,4.9
932,2017-05-25,4.3,,4.35,4.9
933,2017-05-26,4.3,,4.35,4.9
934,2017-05-27,4.3,,4.35,4.9
935,2017-05-31,4.3,,4.35,4.9
936,2017-06-01,4.3,,4.35,4.9
937,2017-06-02,4.3,,4.35,4.9
938,2017-06-05,4.3,,4.35,4.9
939,2017-06-06,4.3,,4.35,4.9
940,2017-06-07,4.3,,4.35,4.9
941,2017-06-08,4.3,,4.35,4.9
942,2017-06-09,4.3,,4.35,4.9
943,2017-06-12,4.3,,4.35,4.9
944,2017-06-13,4.3,,4.35,4.9
945,2017-06-14,4.3,,4.35,4.9
946,2017-06-15,4.3,,4.35,4.9
947,2017-06-16,4.3,,4.35,4.9
948,2017-06-19,4.3,,4.35,4.9
949,2017-06-20,4.3,,4.35,4.9
950,2017-06-21,4.3,,4.35,4.9
951,2017-06-22,4.3,,4.35,4.9
952,2017-06-23,4.3,,4.35,4.9
953,2017-06-26,4.3,,4.35,4.9
954,2017-06-27,4.3,,4.35,4.9
955,2017-06-28,4.3,,4.35,4.9
956,2017-06-29,4.3,,4.35,4.9
957,2017-06-30,4.3,,4.35,4.9
958,2017-07-03,4.3,,4.35,4.9
959,2017-07-04,4.3,,4.35,4.9
960,2017-07-05,4.3,,4.35,4.9
961,2017-07-06,4.3,,4.35,4.9
962,2017-07-07,4.3,,4.35,4.9
963,2017-07-10,4.3,,4.35,4.9
964,2017-07-11,4.3,,4.35,4.9
965,2017-07-12,4.3,,4.35,4.9
966,2017-07-13,4.3,,4.35,4.9
967,2017-07-14,4.3,,4.35,4.9
968,2017-07-17,4.3,,4.35,4.9
969,2017-07-18,4.3,,4.35,4.9
970,2017-07-19,4.3,,4.35,4.9
971,2017-07-20,4.3,,4.35,4.9
972,2017-07-21,4.3,,4.35,4.9
973,2017-07-24,4.3,,4.35,4.9
974,2017-07-25,4.3,,4.35,4.9
975,2017-07-26,4.3,,4.35,4.9
976,2017-07-27,4.3,,4.35,4.9
977,2017-07-28,4.3,,4.35,4.9
978,2017-07-31,4.3,,4.35,4.9
979,2017-08-01,4.3,,4.35,4.9
980,2017-08-02,4.3,,4.35,4.9
981,2017-08-03,4.3,,4.35,4.9
982,2017-08-04,4.3,,4.35,4.9
983,2017-08-07,4.3,,4.35,4.9
984,2017-08-08,4.3,,4.35,4.9
985,2017-08-09,4.3,,4.35,4.9
986,2017-08-10,4.3,,4.35,4.9
987,2017-08-11,4.3,,4.35,4.9
988,2017-08-14,4.3,,4.35,4.9
989,2017-08-15,4.3,,4.35,4.9
990,2017-08-16,4.3,,4.35,4.9
991,2017-08-17,4.3,,4.35,4.9
992,2017-08-18,4.3,,4.35,4.9
993,2017-08-21,4.3,,4.35,4.9
994,2017-08-22,4.3,,4.35,4.9
995,2017-08-23,4.3,,4.35,4.9
996,2017-08-24,4.3,,4.35,4.9
997,2017-08-25,4.3,,4.35,4.9
998,2017-08-28,4.3,,4.35,4.9
999,2017-08-29,4.3,,4.35,4.9
1000,2017-08-30,4.3,,4.35,4.9
1001,2017-08-31,4.3,,4.35,4.9
1002,2017-09-01,4.3,,4.35,4.9
1003,2017-09-04,4.3,,4.35,4.9
1004,2017-09-05,4.3,,4.35,4.9
1005,2017-09-06,4.3,,4.35,4.9
1006,2017-09-07,4.3,,4.35,4.9
1007,2017-09-08,4.3,,4.35,4.9
1008,2017-09-11,4.3,,4.35,4.9
1009,2017-09-12,4.3,,4.35,4.9
1010,2017-09-13,4.3,,4.35,4.9
1011,2017-09-14,4.3,,4.35,4.9
1012,2017-09-15,4.3,,4.35,4.9
1013,2017-09-18,4.3,,4.35,4.9
1014,2017-09-19,4.3,,4.35,4.9
1015,2017-09-20,4.3,,4.35,4.9
1016,2017-09-21,4.3,,4.35,4.9
1017,2017-09-22,4.3,,4.35,4.9
1018,2017-09-25,4.3,,4.35,4.9
1019,2017-09-26,4.3,,4.35,4.9
1020,2017-09-27,4.3,,4.35,4.9
1021,2017-09-28,4.3,,4.35,4.9
1022,2017-09-29,4.3,,4.35,4.9
1023,2017-09-30,4.3,,4.35,4.9
1024,2017-10-09,4.3,,4.35,4.9
1025,2017-10-10,4.3,,4.35,4.9
1026,2017-10-11,4.3,,4.35,4.9
1027,2017-10-12,4.3,,4.35,4.9
1028,2017-10-13,4.3,,4.35,4.9
1029,2017-10-16,4.3,,4.35,4.9
1030,2017-10-17,4.3,,4.35,4.9
1031,2017-10-18,4.3,,4.35,4.9
1032,2017-10-19,4.3,,4.35,4.9
1033,2017-10-20,4.3,,4.35,4.9
1034,2017-10-23,4.3,,4.35,4.9
1035,2017-10-24,4.3,,4.35,4.9
1036,2017-10-25,4.3,,4.35,4.9
1037,2017-10-26,4.3,,4.35,4.9
1038,2017-10-27,4.3,,4.35,4.9
1039,2017-10-30,4.3,,4.35,4.9
1040,2017-10-31,4.3,,4.35,4.9
1041,2017-11-01,4.3,,4.35,4.9
1042,2017-11-02,4.3,,4.35,4.9
1043,2017-11-03,4.3,,4.35,4.9
1044,2017-11-06,4.3,,4.35,4.9
1045,2017-11-07,4.3,,4.35,4.9
1046,2017-11-08,4.3,,4.35,4.9
1047,2017-11-09,4.3,,4.35,4.9
1048,2017-11-10,4.3,,4.35,4.9
1049,2017-11-13,4.3,,4.35,4.9
1050,2017-11-14,4.3,,4.35,4.9
1051,2017-11-15,4.3,,4.35,4.9
1052,2017-11-16,4.3,,4.35,4.9
1053,2017-11-17,4.3,,4.35,4.9
1054,2017-11-20,4.3,,4.35,4.9
1055,2017-11-21,4.3,,4.35,4.9
1056,2017-11-22,4.3,,4.35,4.9
1057,2017-11-23,4.3,,4.35,4.9
1058,2017-11-24,4.3,,4.35,4.9
1059,2017-11-27,4.3,,4.35,4.9
1060,2017-11-28,4.3,,4.35,4.9
1061,2017-11-29,4.3,,4.35,4.9
1062,2017-11-30,4.3,,4.35,4.9
1063,2017-12-01,4.3,,4.35,4.9
1064,2017-12-04,4.3,,4.35,4.9
1065,2017-12-05,4.3,,4.35,4.9
1066,2017-12-06,4.3,,4.35,4.9
1067,2017-12-07,4.3,,4.35,4.9
1068,2017-12-08,4.3,,4.35,4.9
1069,2017-12-11,4.3,,4.35,4.9
1070,2017-12-12,4.3,,4.35,4.9
1071,2017-12-13,4.3,,4.35,4.9
1072,2017-12-14,4.3,,4.35,4.9
1073,2017-12-15,4.3,,4.35,4.9
1074,2017-12-18,4.3,,4.35,4.9
1075,2017-12-19,4.3,,4.35,4.9
1076,2017-12-20,4.3,,4.35,4.9
1077,2017-12-21,4.3,,4.35,4.9
1078,2017-12-22,4.3,,4.35,4.9
1079,2017-12-25,4.3,,4.35,4.9
1080,2017-12-26,4.3,,4.35,4.9
1081,2017-12-27,4.3,,4.35,4.9
1082,2017-12-28,4.3,,4.35,4.9
1083,2017-12-29,4.3,,4.35,4.9
1084,2018-01-02,4.3,,4.35,4.9
1085,2018-01-03,4.3,,4.35,4.9
1086,2018-01-04,4.3,,4.35,4.9
1087,2018-01-05,4.3,,4.35,4.9
1088,2018-01-08,4.3,,4.35,4.9
1089,2018-01-09,4.3,,4.35,4.9
1090,2018-01-10,4.3,,4.35,4.9
1091,2018-01-11,4.3,,4.35,4.9
1092,2018-01-12,4.3,,4.35,4.9
1093,2018-01-15,4.3,,4.35,4.9
1094,2018-01-16,4.3,,4.35,4.9
1095,2018-01-17,4.3,,4.35,4.9
1096,2018-01-18,4.3,,4.35,4.9
1097,2018-01-19,4.3,,4.35,4.9
1098,2018-01-22,4.3,,4.35,4.9
1099,2018-01-23,4.3,,4.35,4.9
1100,2018-01-24,4.3,,4.35,4.9
1101,2018-01-25,4.3,,4.35,4.9
1102,2018-01-26,4.3,,4.35,4.9
1103,2018-01-29,4.3,,4.35,4.9
1104,2018-01-30,4.3,,4.35,4.9
1105,2018-01-31,4.3,,4.35,4.9
1106,2018-02-01,4.3,,4.35,4.9
1107,2018-02-02,4.3,,4.35,4.9
1108,2018-02-05,4.3,,4.35,4.9
1109,2018-02-06,4.3,,4.35,4.9
1110,2018-02-07,4.3,,4.35,4.9
1111,2018-02-08,4.3,,4.35,4.9
1112,2018-02-09,4.3,,4.35,4.9
1113,2018-02-11,4.3,,4.35,4.9
1114,2018-02-12,4.3,,4.35,4.9
1115,2018-02-13,4.3,,4.35,4.9
1116,2018-02-14,4.3,,4.35,4.9
1117,2018-02-22,4.3,,4.35,4.9
1118,2018-02-23,4.3,,4.35,4.9
1119,2018-02-24,4.3,,4.35,4.9
1120,2018-02-26,4.3,,4.35,4.9
1121,2018-02-27,4.3,,4.35,4.9
1122,2018-02-28,4.3,,4.35,4.9
1123,2018-03-01,4.3,,4.35,4.9
1124,2018-03-02,4.3,,4.35,4.9
1125,2018-03-05,4.3,,4.35,4.9
1126,2018-03-06,4.3,,4.35,4.9
1127,2018-03-07,4.3,,4.35,4.9
1128,2018-03-08,4.3,,4.35,4.9
1129,2018-03-09,4.3,,4.35,4.9
1130,2018-03-12,4.3,,4.35,4.9
1131,2018-03-13,4.3,,4.35,4.9
1132,2018-03-14,4.3,,4.35,4.9
1133,2018-03-15,4.3,,4.35,4.9
1134,2018-03-16,4.3,,4.35,4.9
1135,2018-03-19,4.3,,4.35,4.9
1136,2018-03-20,4.3,,4.35,4.9
1137,2018-03-21,4.3,,4.35,4.9
1138,2018-03-22,4.3,,4.35,4.9
1139,2018-03-23,4.3,,4.35,4.9
1140,2018-03-26,4.3,,4.35,4.9
1141,2018-03-27,4.3,,4.35,4.9
1142,2018-03-28,4.3,,4.35,4.9
1143,2018-03-29,4.3,,4.35,4.9
1144,2018-03-30,4.3,,4.35,4.9
1145,2018-04-02,4.3,,4.35,4.9
1146,2018-04-03,4.3,,4.35,4.9
1147,2018-04-04,4.3,,4.35,4.9
1148,2018-04-08,4.31,,4.35,4.9
1149,2018-04-09,4.31,,4.35,4.9
1150,2018-04-10,4.31,,4.35,4.9
1151,2018-04-11,4.31,,4.35,4.9
1152,2018-04-12,4.31,,4.35,4.9
1153,2018-04-13,4.31,,4.35,4.9
1154,2018-04-16,4.31,,4.35,4.9
1155,2018-04-17,4.31,,4.35,4.9
1156,2018-04-18,4.31,,4.35,4.9
1157,2018-04-19,4.31,,4.35,4.9
1158,2018-04-20,4.31,,4.35,4.9
1159,2018-04-23,4.31,,4.35,4.9
1160,2018-04-24,4.31,,4.35,4.9
1161,2018-04-25,4.31,,4.35,4.9
1162,2018-04-26,4.31,,4.35,4.9
1163,2018-04-27,4.31,,4.35,4.9
1164,2018-04-28,4.31,,4.35,4.9
1165,2018-05-02,4.31,,4.35,4.9
1166,2018-05-03,4.31,,4.35,4.9
1167,2018-05-04,4.31,,4.35,4.9
1168,2018-05-07,4.31,,4.35,4.9
1169,2018-05-08,4.31,,4.35,4.9
1170,2018-05-09,4.31,,4.35,4.9
1171,2018-05-10,4.31,,4.35,4.9
1172,2018-05-11,4.31,,4.35,4.9
1173,2018-05-14,4.31,,4.35,4.9
1174,2018-05-15,4.31,,4.35,4.9
1175,2018-05-16,4.31,,4.35,4.9
1176,2018-05-17,4.31,,4.35,4.9
1177,2018-05-18,4.31,,4.35,4.9
1178,2018-05-21,4.31,,4.35,4.9
1179,2018-05-22,4.31,,4.35,4.9
1180,2018-05-23,4.31,,4.35,4.9
1181,2018-05-24,4.31,,4.35,4.9
1182,2018-05-25,4.31,,4.35,4.9
1183,2018-05-28,4.31,,4.35,4.9
1184,2018-05-29,4.31,,4.35,4.9
1185,2018-05-30,4.31,,4.35,4.9
1186,2018-05-31,4.31,,4.35,4.9
1187,2018-06-01,4.31,,4.35,4.9
1188,2018-06-04,4.31,,4.35,4.9
1189,2018-06-05,4.31,,4.35,4.9
1190,2018-06-06,4.31,,4.35,4.9
1191,2018-06-07,4.31,,4.35,4.9
1192,2018-06-08,4.31,,4.35,4.9
1193,2018-06-11,4.31,,4.35,4.9
1194,2018-06-12,4.31,,4.35,4.9
1195,2018-06-13,4.31,,4.35,4.9
1196,2018-06-14,4.31,,4.35,4.9
1197,2018-06-15,4.31,,4.35,4.9
1198,2018-06-19,4.31,,4.35,4.9
1199,2018-06-20,4.31,,4.35,4.9
1200,2018-06-21,4.31,,4.35,4.9
1201,2018-06-22,4.31,,4.35,4.9
1202,2018-06-25,4.31,,4.35,4.9
1203,2018-06-26,4.31,,4.35,4.9
1204,2018-06-27,4.31,,4.35,4.9
1205,2018-06-28,4.31,,4.35,4.9
1206,2018-06-29,4.31,,4.35,4.9
1207,2018-07-02,4.31,,4.35,4.9
1208,2018-07-03,4.31,,4.35,4.9
1209,2018-07-04,4.31,,4.35,4.9
1210,2018-07-05,4.31,,4.35,4.9
1211,2018-07-06,4.31,,4.35,4.9
1212,2018-07-09,4.31,,4.35,4.9
1213,2018-07-10,4.31,,4.35,4.9
1214,2018-07-11,4.31,,4.35,4.9
1215,2018-07-12,4.31,,4.35,4.9
1216,2018-07-13,4.31,,4.35,4.9
1217,2018-07-16,4.31,,4.35,4.9
1218,2018-07-17,4.31,,4.35,4.9
1219,2018-07-18,4.31,,4.35,4.9
1220,2018-07-19,4.31,,4.35,4.9
1221,2018-07-20,4.31,,4.35,4.9
1222,2018-07-23,4.31,,4.35,4.9
1223,2018-07-24,4.31,,4.35,4.9
1224,2018-07-25,4.31,,4.35,4.9
1225,2018-07-26,4.31,,4.35,4.9
1226,2018-07-27,4.31,,4.35,4.9
1227,2018-07-30,4.31,,4.35,4.9
1228,2018-07-31,4.31,,4.35,4.9
1229,2018-08-01,4.31,,4.35,4.9
1230,2018-08-02,4.31,,4.35,4.9
1231,2018-08-03,4.31,,4.35,4.9
1232,2018-08-06,4.31,,4.35,4.9
1233,2018-08-07,4.31,,4.35,4.9
1234,2018-08-08,4.31,,4.35,4.9
1235,2018-08-09,4.31,,4.35,4.9
1236,2018-08-10,4.31,,4.35,4.9
1237,2018-08-13,4.31,,4.35,4.9
1238,2018-08-14,4.31,,4.35,4.9
1239,2018-08-15,4.31,,4.35,4.9
1240,2018-08-16,4.31,,4.35,4.9
1241,2018-08-17,4.31,,4.35,4.9
1242,2018-08-20,4.31,,4.35,4.9
1243,2018-08-21,4.31,,4.35,4.9
1244,2018-08-22,4.31,,4.35,4.9
1245,2018-08-23,4.31,,4.35,4.9
1246,2018-08-24,4.31,,4.35,4.9
1247,2018-08-27,4.31,,4.35,4.9
1248,2018-08-28,4.31,,4.35,4.9
1249,2018-08-29,4.31,,4.35,4.9
1250,2018-08-30,4.31,,4.35,4.9
1251,2018-08-31,4.31,,4.35,4.9
1252,2018-09-03,4.31,,4.35,4.9
1253,2018-09-04,4.31,,4.35,4.9
1254,2018-09-05,4.31,,4.35,4.9
1255,2018-09-06,4.31,,4.35,4.9
1256,2018-09-07,4.31,,4.35,4.9
